Points_0,Points_1,Points_2,Points_Magnitude,U_0,U_1,U_2,U_Magnitude
6.2748,250,0,250.079,3.92861e-05,1.31014,8.16586e-07,1.31014
6.3126,250,0,250.08,2.02958e-05,1.3098,8.08832e-07,1.3098
6.3504,250,0,250.081,1.30523e-06,1.30947,8.01078e-07,1.30947
6.3882,250,0,250.082,-1.76851e-05,1.30913,7.93325e-07,1.30913
6.426,250,0,250.083,-3.66754e-05,1.3088,7.85571e-07,1.3088
6.4638,250,0,250.084,-5.5666e-05,1.30847,7.77817e-07,1.30847
6.5016,250,0,250.085,-7.46563e-05,1.30813,7.70063e-07,1.30813
6.5394,250,0,250.086,-9.36468e-05,1.3078,7.62309e-07,1.3078
6.5772,250,0,250.087,-0.000106483,1.30081,6.96781e-07,1.30081
6.615,250,0,250.087,-0.000117411,1.29176,6.13351e-07,1.29176
6.6528,250,0,250.089,-0.00012834,1.28271,5.2992e-07,1.28271
6.6906,250,0,250.09,-0.000139269,1.27366,4.4649e-07,1.27366
6.7284,250,0,250.091,-0.000150198,1.26461,3.6306e-07,1.26461
6.7662,250,0,250.092,-0.000161127,1.25556,2.79628e-07,1.25556
6.804,250,0,250.093,-0.000172055,1.24651,1.96198e-07,1.24651
6.8418,250,0,250.094,-0.000182984,1.23746,1.12768e-07,1.23746
6.8796,250,0,250.095,-0.000193913,1.22842,2.93368e-08,1.22842
6.9174,250,0,250.096,-0.000198197,1.21337,-5.61991e-08,1.21337
6.9552,250,0,250.097,-0.000194558,1.19118,-1.44246e-07,1.19118
6.993,250,0,250.098,-0.000190919,1.16899,-2.32293e-07,1.16899
7.0308,250,0,250.099,-0.00018728,1.1468,-3.2034e-07,1.1468
7.0686,250,0,250.1,-0.000183642,1.12461,-4.08386e-07,1.12461
7.1064,250,0,250.101,-0.000180003,1.10242,-4.96434e-07,1.10242
7.1442,250,0,250.102,-0.000176364,1.08023,-5.84481e-07,1.08023
7.182,250,0,250.103,-0.000172725,1.05804,-6.72527e-07,1.05804
7.2198,250,0,250.104,-0.000169087,1.03584,-7.60575e-07,1.03584
7.2576,250,0,250.105,-0.000161932,1.00725,-8.0559e-07,1.00725
7.2954,250,0,250.106,-0.000151353,0.97242,-8.08702e-07,0.97242
7.3332,250,0,250.108,-0.000140774,0.93759,-8.11814e-07,0.93759
7.371,250,0,250.109,-0.000130195,0.902761,-8.14925e-07,0.902761
7.4088,250,0,250.11,-0.000119616,0.867931,-8.18037e-07,0.867931
7.4466,250,0,250.111,-0.000109037,0.833101,-8.21148e-07,0.833101
7.4844,250,0,250.112,-9.84577e-05,0.798271,-8.2426e-07,0.798271
7.5222,250,0,250.113,-8.78788e-05,0.763442,-8.27371e-07,0.763442
7.56,250,0,250.114,-7.38692e-05,0.698427,-7.47672e-07,0.698427
7.5978,250,0,250.115,-5.94612e-05,0.629905,-6.5835e-07,0.629905
7.6356,250,0,250.117,-4.50532e-05,0.561383,-5.69028e-07,0.561383
7.6734,250,0,250.118,-3.56132e-05,0.499371,-4.84951e-07,0.499371
7.7112,250,0,250.119,-2.76487e-05,0.439294,-4.02433e-07,0.439294
7.749,250,0,250.12,-2.00358e-05,0.378239,-3.15414e-07,0.378239
7.7868,250,0,250.121,-1.41797e-05,0.312308,-2.05921e-07,0.312308
7.8246,250,0,250.122,-8.32359e-06,0.246376,-9.64269e-08,0.246376
7.8624,250,0,250.124,-4.9039e-06,0.175522,-1.00473e-08,0.175522
7.9002,250,0,250.125,-1.86791e-06,0.103254,5.25104e-08,0.103254
7.938,250,0,250.126,-4.51595e-07,0.0249633,1.26952e-08,0.0249633
7.9758,250,0,250.127,nan,nan,nan,nan
8.0136,250,0,250.128,nan,nan,nan,nan
8.0514,250,0,250.13,nan,nan,nan,nan
8.0892,250,0,250.131,nan,nan,nan,nan
8.127,250,0,250.132,nan,nan,nan,nan
8.1648,250,0,250.133,nan,nan,nan,nan
8.2026,250,0,250.135,nan,nan,nan,nan
8.2404,250,0,250.136,nan,nan,nan,nan
8.2782,250,0,250.137,nan,nan,nan,nan
8.316,250,0,250.138,nan,nan,nan,nan
8.3538,250,0,250.14,nan,nan,nan,nan
8.3916,250,0,250.141,nan,nan,nan,nan
8.4294,250,0,250.142,nan,nan,nan,nan
8.4672,250,0,250.143,nan,nan,nan,nan
8.505,250,0,250.145,nan,nan,nan,nan
8.5428,250,0,250.146,nan,nan,nan,nan
8.5806,250,0,250.147,nan,nan,nan,nan
8.6184,250,0,250.149,nan,nan,nan,nan
8.6562,250,0,250.15,nan,nan,nan,nan
8.694,250,0,250.151,nan,nan,nan,nan
8.7318,250,0,250.152,nan,nan,nan,nan
8.7696,250,0,250.154,nan,nan,nan,nan
8.8074,250,0,250.155,nan,nan,nan,nan
8.8452,250,0,250.156,nan,nan,nan,nan
8.883,250,0,250.158,nan,nan,nan,nan
8.9208,250,0,250.159,nan,nan,nan,nan
8.9586,250,0,250.16,nan,nan,nan,nan
8.9964,250,0,250.162,nan,nan,nan,nan
9.0342,250,0,250.163,nan,nan,nan,nan
9.072,250,0,250.165,nan,nan,nan,nan
9.1098,250,0,250.166,nan,nan,nan,nan
9.1476,250,0,250.167,nan,nan,nan,nan
9.1854,250,0,250.169,nan,nan,nan,nan
9.2232,250,0,250.17,nan,nan,nan,nan
9.261,250,0,250.171,nan,nan,nan,nan
9.2988,250,0,250.173,nan,nan,nan,nan
9.3366,250,0,250.174,nan,nan,nan,nan
9.3744,250,0,250.176,nan,nan,nan,nan
9.4122,250,0,250.177,nan,nan,nan,nan
9.45,250,0,250.179,nan,nan,nan,nan
9.4878,250,0,250.18,nan,nan,nan,nan
9.5256,250,0,250.181,nan,nan,nan,nan
9.5634,250,0,250.183,nan,nan,nan,nan
9.6012,250,0,250.184,nan,nan,nan,nan
9.639,250,0,250.186,nan,nan,nan,nan
9.6768,250,0,250.187,nan,nan,nan,nan
9.7146,250,0,250.189,nan,nan,nan,nan
9.7524,250,0,250.19,nan,nan,nan,nan
9.7902,250,0,250.192,nan,nan,nan,nan
9.828,250,0,250.193,nan,nan,nan,nan
9.8658,250,0,250.195,nan,nan,nan,nan
9.9036,250,0,250.196,nan,nan,nan,nan
9.9414,250,0,250.198,nan,nan,nan,nan
9.9792,250,0,250.199,nan,nan,nan,nan
10.017,250,0,250.201,nan,nan,nan,nan
10.0548,250,0,250.202,nan,nan,nan,nan
10.0926,250,0,250.204,nan,nan,nan,nan
10.1304,250,0,250.205,nan,nan,nan,nan
10.1682,250,0,250.207,nan,nan,nan,nan
10.206,250,0,250.208,nan,nan,nan,nan
10.2438,250,0,250.21,nan,nan,nan,nan
10.2816,250,0,250.211,nan,nan,nan,nan
10.3194,250,0,250.213,nan,nan,nan,nan
10.3572,250,0,250.214,nan,nan,nan,nan
10.395,250,0,250.216,nan,nan,nan,nan
10.4328,250,0,250.218,nan,nan,nan,nan
10.4706,250,0,250.219,nan,nan,nan,nan
10.5084,250,0,250.221,nan,nan,nan,nan
10.5462,250,0,250.222,nan,nan,nan,nan
10.584,250,0,250.224,nan,nan,nan,nan
10.6218,250,0,250.226,nan,nan,nan,nan
10.6596,250,0,250.227,nan,nan,nan,nan
10.6974,250,0,250.229,nan,nan,nan,nan
10.7352,250,0,250.23,nan,nan,nan,nan
10.773,250,0,250.232,nan,nan,nan,nan
10.8108,250,0,250.234,nan,nan,nan,nan
10.8486,250,0,250.235,nan,nan,nan,nan
10.8864,250,0,250.237,nan,nan,nan,nan
10.9242,250,0,250.239,nan,nan,nan,nan
10.962,250,0,250.24,nan,nan,nan,nan
10.9998,250,0,250.242,nan,nan,nan,nan
11.0376,250,0,250.244,nan,nan,nan,nan
11.0754,250,0,250.245,nan,nan,nan,nan
11.1132,250,0,250.247,nan,nan,nan,nan
11.151,250,0,250.249,nan,nan,nan,nan
11.1888,250,0,250.25,nan,nan,nan,nan
11.2266,250,0,250.252,nan,nan,nan,nan
11.2644,250,0,250.254,nan,nan,nan,nan
11.3022,250,0,250.255,nan,nan,nan,nan
11.34,250,0,250.257,nan,nan,nan,nan
11.3778,250,0,250.259,nan,nan,nan,nan
11.4156,250,0,250.26,nan,nan,nan,nan
11.4534,250,0,250.262,nan,nan,nan,nan
11.4912,250,0,250.264,nan,nan,nan,nan
11.529,250,0,250.266,nan,nan,nan,nan
11.5668,250,0,250.267,nan,nan,nan,nan
11.6046,250,0,250.269,nan,nan,nan,nan
11.6424,250,0,250.271,nan,nan,nan,nan
11.6802,250,0,250.273,nan,nan,nan,nan
11.718,250,0,250.274,nan,nan,nan,nan
11.7558,250,0,250.276,nan,nan,nan,nan
11.7936,250,0,250.278,nan,nan,nan,nan
11.8314,250,0,250.28,nan,nan,nan,nan
11.8692,250,0,250.282,nan,nan,nan,nan
11.907,250,0,250.283,nan,nan,nan,nan
11.9448,250,0,250.285,nan,nan,nan,nan
11.9826,250,0,250.287,nan,nan,nan,nan
12.0204,250,0,250.289,nan,nan,nan,nan
12.0582,250,0,250.291,nan,nan,nan,nan
12.096,250,0,250.292,nan,nan,nan,nan
12.1338,250,0,250.294,nan,nan,nan,nan
12.1716,250,0,250.296,nan,nan,nan,nan
12.2094,250,0,250.298,nan,nan,nan,nan
12.2472,250,0,250.3,nan,nan,nan,nan
12.285,250,0,250.302,nan,nan,nan,nan
12.3228,250,0,250.304,nan,nan,nan,nan
12.3606,250,0,250.305,nan,nan,nan,nan
12.3984,250,0,250.307,nan,nan,nan,nan
12.4362,250,0,250.309,nan,nan,nan,nan
12.474,250,0,250.311,nan,nan,nan,nan
12.5118,250,0,250.313,nan,nan,nan,nan
12.5496,250,0,250.315,nan,nan,nan,nan
12.5874,250,0,250.317,nan,nan,nan,nan
12.6252,250,0,250.319,nan,nan,nan,nan
12.663,250,0,250.32,nan,nan,nan,nan
12.7008,250,0,250.322,nan,nan,nan,nan
12.7386,250,0,250.324,nan,nan,nan,nan
12.7764,250,0,250.326,nan,nan,nan,nan
12.8142,250,0,250.328,nan,nan,nan,nan
12.852,250,0,250.33,nan,nan,nan,nan
12.8898,250,0,250.332,nan,nan,nan,nan
12.9276,250,0,250.334,nan,nan,nan,nan
12.9654,250,0,250.336,nan,nan,nan,nan
13.0032,250,0,250.338,nan,nan,nan,nan
13.041,250,0,250.34,nan,nan,nan,nan
13.0788,250,0,250.342,nan,nan,nan,nan
13.1166,250,0,250.344,nan,nan,nan,nan
13.1544,250,0,250.346,nan,nan,nan,nan
13.1922,250,0,250.348,nan,nan,nan,nan
13.23,250,0,250.35,nan,nan,nan,nan
13.2678,250,0,250.352,nan,nan,nan,nan
13.3056,250,0,250.354,nan,nan,nan,nan
13.3434,250,0,250.356,nan,nan,nan,nan
13.3812,250,0,250.358,nan,nan,nan,nan
13.419,250,0,250.36,nan,nan,nan,nan
13.4568,250,0,250.362,nan,nan,nan,nan
13.4946,250,0,250.364,nan,nan,nan,nan
13.5324,250,0,250.366,nan,nan,nan,nan
13.5702,250,0,250.368,nan,nan,nan,nan
13.608,250,0,250.37,nan,nan,nan,nan
13.6458,250,0,250.372,nan,nan,nan,nan
13.6836,250,0,250.374,nan,nan,nan,nan
13.7214,250,0,250.376,nan,nan,nan,nan
13.7592,250,0,250.378,nan,nan,nan,nan
13.797,250,0,250.38,nan,nan,nan,nan
13.8348,250,0,250.383,nan,nan,nan,nan
13.8726,250,0,250.385,nan,nan,nan,nan
13.9104,250,0,250.387,nan,nan,nan,nan
13.9482,250,0,250.389,nan,nan,nan,nan
13.986,250,0,250.391,nan,nan,nan,nan
14.0238,250,0,250.393,nan,nan,nan,nan
14.0616,250,0,250.395,nan,nan,nan,nan
14.0994,250,0,250.397,nan,nan,nan,nan
14.1372,250,0,250.399,nan,nan,nan,nan
14.175,250,0,250.402,nan,nan,nan,nan
14.2128,250,0,250.404,nan,nan,nan,nan
14.2506,250,0,250.406,nan,nan,nan,nan
14.2884,250,0,250.408,nan,nan,nan,nan
14.3262,250,0,250.41,nan,nan,nan,nan
14.364,250,0,250.412,nan,nan,nan,nan
14.4018,250,0,250.414,nan,nan,nan,nan
14.4396,250,0,250.417,nan,nan,nan,nan
14.4774,250,0,250.419,nan,nan,nan,nan
14.5152,250,0,250.421,nan,nan,nan,nan
14.553,250,0,250.423,nan,nan,nan,nan
14.5908,250,0,250.425,nan,nan,nan,nan
14.6286,250,0,250.428,nan,nan,nan,nan
14.6664,250,0,250.43,nan,nan,nan,nan
14.7042,250,0,250.432,nan,nan,nan,nan
14.742,250,0,250.434,nan,nan,nan,nan
14.7798,250,0,250.437,nan,nan,nan,nan
14.8176,250,0,250.439,nan,nan,nan,nan
14.8554,250,0,250.441,nan,nan,nan,nan
14.8932,250,0,250.443,nan,nan,nan,nan
14.931,250,0,250.445,nan,nan,nan,nan
14.9688,250,0,250.448,nan,nan,nan,nan
15.0066,250,0,250.45,nan,nan,nan,nan
15.0444,250,0,250.452,nan,nan,nan,nan
15.0822,250,0,250.455,nan,nan,nan,nan
15.12,250,0,250.457,nan,nan,nan,nan
15.1578,250,0,250.459,nan,nan,nan,nan
15.1956,250,0,250.461,nan,nan,nan,nan
15.2334,250,0,250.464,nan,nan,nan,nan
15.2712,250,0,250.466,nan,nan,nan,nan
15.309,250,0,250.468,nan,nan,nan,nan
15.3468,250,0,250.471,nan,nan,nan,nan
15.3846,250,0,250.473,nan,nan,nan,nan
15.4224,250,0,250.475,nan,nan,nan,nan
15.4602,250,0,250.478,nan,nan,nan,nan
15.498,250,0,250.48,nan,nan,nan,nan
15.5358,250,0,250.482,nan,nan,nan,nan
15.5736,250,0,250.485,nan,nan,nan,nan
15.6114,250,0,250.487,nan,nan,nan,nan
15.6492,250,0,250.489,nan,nan,nan,nan
15.687,250,0,250.492,nan,nan,nan,nan
15.7248,250,0,250.494,nan,nan,nan,nan
15.7626,250,0,250.496,nan,nan,nan,nan
15.8004,250,0,250.499,nan,nan,nan,nan
15.8382,250,0,250.501,nan,nan,nan,nan
15.876,250,0,250.504,nan,nan,nan,nan
15.9138,250,0,250.506,nan,nan,nan,nan
15.9516,250,0,250.508,nan,nan,nan,nan
15.9894,250,0,250.511,nan,nan,nan,nan
16.0272,250,0,250.513,nan,nan,nan,nan
16.065,250,0,250.516,nan,nan,nan,nan
16.1028,250,0,250.518,nan,nan,nan,nan
16.1406,250,0,250.52,nan,nan,nan,nan
16.1784,250,0,250.523,nan,nan,nan,nan
16.2162,250,0,250.525,nan,nan,nan,nan
16.254,250,0,250.528,nan,nan,nan,nan
16.2918,250,0,250.53,nan,nan,nan,nan
16.3296,250,0,250.533,nan,nan,nan,nan
16.3674,250,0,250.535,nan,nan,nan,nan
16.4052,250,0,250.538,nan,nan,nan,nan
16.443,250,0,250.54,nan,nan,nan,nan
16.4808,250,0,250.543,nan,nan,nan,nan
16.5186,250,0,250.545,nan,nan,nan,nan
16.5564,250,0,250.548,nan,nan,nan,nan
16.5942,250,0,250.55,nan,nan,nan,nan
16.632,250,0,250.553,nan,nan,nan,nan
16.6698,250,0,250.555,nan,nan,nan,nan
16.7076,250,0,250.558,nan,nan,nan,nan
16.7454,250,0,250.56,nan,nan,nan,nan
16.7832,250,0,250.563,nan,nan,nan,nan
16.821,250,0,250.565,nan,nan,nan,nan
16.8588,250,0,250.568,nan,nan,nan,nan
16.8966,250,0,250.57,nan,nan,nan,nan
16.9344,250,0,250.573,nan,nan,nan,nan
16.9722,250,0,250.575,nan,nan,nan,nan
17.01,250,0,250.578,nan,nan,nan,nan
17.0478,250,0,250.581,nan,nan,nan,nan
17.0856,250,0,250.583,nan,nan,nan,nan
17.1234,250,0,250.586,nan,nan,nan,nan
17.1612,250,0,250.588,nan,nan,nan,nan
17.199,250,0,250.591,nan,nan,nan,nan
17.2368,250,0,250.594,nan,nan,nan,nan
17.2746,250,0,250.596,nan,nan,nan,nan
17.3124,250,0,250.599,nan,nan,nan,nan
17.3502,250,0,250.601,nan,nan,nan,nan
17.388,250,0,250.604,nan,nan,nan,nan
17.4258,250,0,250.607,nan,nan,nan,nan
17.4636,250,0,250.609,-1.33449e-06,0.0258717,-4.58502e-08,0.0258717
17.5014,250,0,250.612,-5.78078e-06,0.0951776,-1.7202e-07,0.0951776
17.5392,250,0,250.614,-1.15724e-05,0.160561,-2.99136e-07,0.160561
17.577,250,0,250.617,-1.81755e-05,0.223444,-4.29597e-07,0.223444
17.6148,250,0,250.62,-2.52002e-05,0.283948,-5.63103e-07,0.283948
17.6526,250,0,250.622,-4.0636e-05,0.37629,-7.86733e-07,0.37629
17.6904,250,0,250.625,-5.56504e-05,0.465138,-1.00371e-06,0.465138
17.7282,250,0,250.628,-5.87453e-05,0.495804,-1.07819e-06,0.495804
17.766,250,0,250.63,-6.18403e-05,0.52647,-1.15268e-06,0.52647
17.8038,250,0,250.633,-6.49354e-05,0.557137,-1.22718e-06,0.557137
17.8416,250,0,250.636,-6.80304e-05,0.587803,-1.30167e-06,0.587803
17.8794,250,0,250.639,-7.11253e-05,0.618469,-1.37616e-06,0.618469
17.9172,250,0,250.641,-7.42203e-05,0.649135,-1.45064e-06,0.649135
17.955,250,0,250.644,-7.73152e-05,0.679801,-1.52513e-06,0.679801
17.9928,250,0,250.647,-7.40216e-05,0.688512,-1.54321e-06,0.688512
18.0306,250,0,250.649,-6.87607e-05,0.690462,-1.54391e-06,0.690462
18.0684,250,0,250.652,-6.34997e-05,0.692412,-1.54461e-06,0.692412
18.1062,250,0,250.655,-5.82388e-05,0.694362,-1.54531e-06,0.694362
18.144,250,0,250.658,-5.29778e-05,0.696312,-1.54601e-06,0.696312
18.1818,250,0,250.66,-4.77168e-05,0.698263,-1.54671e-06,0.698263
18.2196,250,0,250.663,-4.24559e-05,0.700213,-1.54741e-06,0.700213
18.2574,250,0,250.666,-3.71947e-05,0.702163,-1.54811e-06,0.702163
18.2952,250,0,250.669,-3.19337e-05,0.704113,-1.54881e-06,0.704113
18.333,250,0,250.671,-2.74266e-05,0.685643,-1.5016e-06,0.685643
18.3708,250,0,250.674,-2.31415e-05,0.661157,-1.44027e-06,0.661157
18.4086,250,0,250.677,-1.88565e-05,0.636672,-1.37894e-06,0.636672
18.4464,250,0,250.68,-1.45714e-05,0.612187,-1.31762e-06,0.612187
18.4842,250,0,250.682,-1.02863e-05,0.587702,-1.25629e-06,0.587702
18.522,250,0,250.685,-6.00123e-06,0.563216,-1.19496e-06,0.563216
18.5598,250,0,250.688,-1.71616e-06,0.538731,-1.13363e-06,0.538731
18.5976,250,0,250.691,2.56892e-06,0.514246,-1.0723e-06,0.514246
18.6354,250,0,250.694,6.85399e-06,0.489761,-1.01097e-06,0.489761
18.6732,250,0,250.696,9.31111e-06,0.445136,-9.05167e-07,0.445136
18.711,250,0,250.699,5.74288e-06,0.334126,-6.5274e-07,0.334126
18.7488,250,0,250.702,3.5097e-06,0.24924,-4.66866e-07,0.24924
18.7866,250,0,250.705,2.62627e-06,0.190902,-3.49093e-07,0.190902
18.8244,250,0,250.708,1.46899e-06,0.129941,-2.33973e-07,0.129941
18.8622,250,0,250.711,5.14368e-07,0.0669867,-1.19181e-07,0.0669867
18.9,250,0,250.713,0,0,0,0
